name_ima,Expected,Catalog_predict,WildClip_predict,BioCLIP_predict
0_0_58ff0d83-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58ff0db1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_58ff0db8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58ff0f78-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5900a222-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_5900a24a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5900a258-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5900a37f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5900a381-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_5900a396-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5900a3f2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_5900a45e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_59023570-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59023587-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_590235d7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59023613-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5902365d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_590236b8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59023725-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5903ca6b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5903ccd7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_5903cd13-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_59055fa4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59055fc7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_5905608c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,dog
0_0_590560be-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_5906efb4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_5906f0d6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bird,fox
0_0_59087ef6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,fox
0_0_59087f30-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59087fd6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5908805d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_5908809e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,badger
0_0_59088137-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_59088175-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_590a0f3e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,cat
0_0_590a0f6e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_590a0f95-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_590a0fc1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_590a1162-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_590b9b4c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_590b9c7b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,badger
0_0_590b9c80-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_590b9d1b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_590b9d22-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_590b9d9b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_590b9e85-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_590d2a7a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_590d2ac5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_590d2bef-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_590d2c51-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_590d2d48-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_590d2d4a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_590ebb01-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_590ebb2c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_590ebb7e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_590ebbe0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bird,badger
0_0_590ebc19-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_590ebcaf-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_590ebcc7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_590ebd46-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_591048ce-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_591048db-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_59104974-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_591049a6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,empty
0_0_591049c9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59104a09-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_59104ac9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59104c15-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,badger
0_0_5911d698-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,skunk
0_0_5911d7a8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_5911d828-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5911d843-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5911d93c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,raccoon
0_0_5913656c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_591365e0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_5913680a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_5914ef2e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5914f04b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5914f0dd-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5914f1c0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59167987-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_59167b61-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59167b68-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_59167bac-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59180881-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5918098f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59180b47-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59180ba5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_591996bc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_591997fe-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_591997ff-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_591998a2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_591b2361-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_591b2414-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_591b243a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_591b25a9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_591b25cf-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_591cb0c7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_591cb24b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_591cb361-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,badger
0_0_591cb38f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_591cb3c2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,badger
0_0_591e4069-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_591e42a5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_591fd139-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_591fd200-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_591fd2d5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_591fd370-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_591fd39a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_591fd466-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59216363-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_59216399-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_5921653b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59216616-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5922ea7f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5922ec1f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,deer
0_0_5922ec41-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_5922ecd1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,skunk
0_0_5922ee1a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59247a31-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59247a45-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,fox
0_0_59260bdb-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59260cc9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,skunk
0_0_59260d76-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,bobcat
0_0_59260d90-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_59279b38-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,fox
0_0_59279bb5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59279d98-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59279dad-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59279dca-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59293028-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5929302b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,badger
0_0_592930e6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_592abe7a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_592abe9a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_592abeb2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_592abeb4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_592abee2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_592ac06a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_592ac115-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_592c4dd9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_592c4f4c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_592de305-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_592de357-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_592de38c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_592de43d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_592de580-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_592de5de-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_592f6fc8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,raccoon
0_0_592f6fe9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_592f705a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,rabbit
0_0_592f71d4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_592f7257-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,squirrel,raccoon
0_0_592f72d3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_592f72ef-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_592f72f2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,rodent
0_0_5930fddf-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_5930fde6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5930feac-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,raccoon
0_0_5930fef9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5931001b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_593100de-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59310111-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59328ae2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59328c1e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59328cc3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59328d23-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59328d57-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_5934186e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,badger
0_0_5934193c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59341b39-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_5935a59c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_5935a628-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_5935a6c9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5935a6d7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,dog
0_0_5935a83b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_5935a8e6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_593732df-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,badger
0_0_593732e0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59373363-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59373542-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_593735d8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_5938c083-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_5938c31a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,dog
0_0_5938c33a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,fox
0_0_5938c38e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5938c405-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,fox
0_0_593a4cf6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_593a4dbe-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_593a4e18-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_593a4e6b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_593a4ea7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,skunk
0_0_593bddda-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_593bde72-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_593bde8e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,skunk,badger
0_0_593d6785-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_593d6793-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_593d67b5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_593d682c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,fox
0_0_593d6a1a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_593d6a5b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,badger
0_0_593d6a8b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_593ef557-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_593ef695-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_593ef737-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_593ef781-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_593ef78d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_593ef792-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_594082e4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59408328-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_594083e6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,squirrel,fox
0_0_59420eea-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5942102a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_594210f4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59421235-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59439d7b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59439e4a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_59439e83-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59452adf-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59452b49-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59452b4f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59452bb2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59452e63-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5946b818-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5946b82e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5946b8e4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,badger
0_0_5946badc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5948447c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59484578-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_594846c1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_594846c9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_594846e8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5949cefa-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5949cf0a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_5949cf33-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5965a8fd-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,badger
0_0_596735e1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59673600-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_596a4c67-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,fox
0_0_596a4d6c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,dog
0_0_596a4ffa-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_596d6442-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_596eee3e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_596eef73-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_596ef026-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,cat
0_0_596ef0a2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_5971f8e9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,badger
0_0_5971fa1b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59738634-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,cat
0_0_597386f9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_59738726-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59738823-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_5973884d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_59738973-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,raccoon
0_0_59751517-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_597515f1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5976a26b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,dog
0_0_5976a336-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_5976a33c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,badger
0_0_5976a408-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5976a59c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5978302a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,bird
0_0_59783148-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_597b4735-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_597b482f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_597cd50a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_597cd742-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_597cd76b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_597e6360-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_597fed46-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_597fedfc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,dog,badger
0_0_597feeee-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_597ff093-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5981797b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_59817a45-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,fox
0_0_59817ae9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bird,raccoon
0_0_59817b7a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,bird
0_0_59817cc5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59849505-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_5984953d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_59849772-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59849845-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_59862400-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,dog
0_0_598624b2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,raccoon
0_0_5987b495-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5987b5b8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,raccoon
0_0_59894189-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59894295-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_598942a9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5989442d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_598acdbf-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_598ace6d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_598acefa-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_598ad065-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_598ad139-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,empty
0_0_598c5c47-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,fox
0_0_598c5c9d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_598de8a1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_598f75a0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,skunk
0_0_598f75a7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_598f75ab-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_598f75cc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,skunk,fox
0_0_598f7860-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
